,id,saleprice,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,wood_deck_sf,open_porch_sf,lot_area,mas_vnr_area,gr_liv_area,garage_area,screen_porch,full_bath,totrms_abvgrd,lot_frontage,half_bath,bedroom_abvgr,overall_qual,exter_qual,bsmt_qual,kitchen_qual,bsmt_exposure,bsmtfin_type_1,ms_zoning,neighborhood,condition_1,foundation,year_remod/add,year_built,garage_yr_blt,sale_type,fireplaces
1049,2177,141000,0.0,0.0,0.0,1100,1133,0,0,9555,0.0,2233,579.0,0,2,11,0.0,1,5,5,0,0,0,0,0,RL,Edwards,Norm,Slab,1979,1979,1979.0,WD ,0
1050,2144,117000,385.0,0.0,385.0,875,0,352,0,7200,0.0,875,728.0,0,1,5,60.0,0,3,4,0,0,4,1,2,RL,CollgCr,Norm,CBlock,2006,1972,1975.0,WD ,0
1051,2697,84500,490.0,30.0,520.0,520,0,53,0,6780,0.0,754,0.0,0,1,5,60.0,0,2,6,0,0,0,3,5,RM,IDOTRR,Norm,CBlock,1982,1935,1978.7077955601446,WD ,0
1052,1403,256000,1116.0,248.0,1364.0,1663,0,224,137,53227,0.0,1663,529.0,0,1,6,0.0,0,2,4,0,4,4,4,3,RL,ClearCr,Norm,CBlock,1994,1954,1954.0,WD ,2
1053,596,117500,338.0,121.0,925.0,925,0,0,0,9100,0.0,925,429.0,0,1,5,70.0,0,2,5,0,0,0,1,3,RL,NAmes,Norm,CBlock,1965,1965,1965.0,WD ,0
1054,922,160000,428.0,300.0,728.0,976,332,0,70,9600,0.0,1308,256.0,0,1,7,130.0,1,2,5,4,0,0,1,2,RL,Crawfor,Norm,BrkTil,1950,1940,1940.0,WD ,2
1055,2065,187000,386.0,332.0,1240.0,1375,0,0,0,14175,0.0,1375,323.0,0,1,6,81.0,0,3,5,0,0,0,1,2,RL,Sawyer,PosA,CBlock,1998,1956,1956.0,WD ,1
1056,1710,350000,938.0,379.0,1317.0,1217,1168,192,228,14277,280.0,2385,818.0,0,2,7,110.0,1,3,8,4,5,4,2,5,RL,NridgHt,Norm,PConc,2003,2003,2003.0,WD ,1
1057,1034,133000,0.0,896.0,896.0,896,896,0,45,9000,0.0,1792,480.0,0,2,8,60.0,2,4,5,0,4,0,2,0,RL,NAmes,Norm,CBlock,1974,1974,1982.0,WD ,0
1058,1057,417500,1728.0,195.0,2418.0,2464,0,358,78,13693,554.0,2464,650.0,0,2,9,105.0,1,4,8,4,5,5,4,5,RL,NridgHt,Norm,PConc,2007,2007,2007.0,WD ,1
1059,470,175900,988.0,398.0,1386.0,1569,0,143,20,3635,130.0,1569,660.0,0,2,7,51.0,0,1,7,4,4,4,1,4,RL,Blmngtn,Norm,PConc,2007,2007,2007.0,WD ,1
1060,819,323262,1021.0,534.0,1555.0,1680,0,185,24,10933,242.0,1680,1138.0,0,1,8,84.0,1,1,9,5,5,5,4,5,RL,CollgCr,Norm,PConc,2009,2009,2009.0,New,1
1061,2160,185000,699.0,638.0,1337.0,1337,0,0,39,8450,0.0,1337,531.0,0,2,6,65.0,0,3,7,4,4,4,2,5,RL,CollgCr,Norm,PConc,2003,2003,2003.0,WD ,0
1062,2552,129800,574.0,242.0,816.0,816,0,228,0,8550,0.0,816,240.0,0,1,4,60.0,0,2,6,0,0,0,1,3,RL,NAmes,Norm,CBlock,1950,1934,1949.0,WD ,1
1063,41,220000,1201.0,340.0,1541.0,1541,0,0,70,12182,226.0,1541,532.0,0,2,7,95.0,0,3,7,4,4,4,2,3,RL,NridgHt,Norm,PConc,2005,2005,2005.0,New,1
1064,742,133000,0.0,884.0,884.0,989,584,0,0,6120,0.0,1573,240.0,120,1,6,51.0,0,3,4,0,0,4,1,0,RM,BrkSide,Norm,BrkTil,1995,1935,1935.0,WD ,0
1065,686,133500,0.0,832.0,832.0,832,629,0,204,10800,0.0,1461,384.0,0,2,6,60.0,0,4,4,0,0,0,1,0,RL,NAmes,Artery,CBlock,1996,1949,1949.0,WD ,0
1066,314,170000,0.0,1958.0,1958.0,2048,0,0,0,12760,0.0,2048,776.0,0,3,9,0.0,0,5,6,0,0,0,1,0,RL,Mitchel,Norm,CBlock,1976,1976,1976.0,ConLD,0
1067,1630,168000,0.0,903.0,903.0,910,732,290,84,7655,0.0,1642,392.0,0,2,7,0.0,1,3,6,0,4,0,1,0,RL,Gilbert,Norm,PConc,1994,1993,1993.0,WD ,1
1068,191,140750,283.0,455.0,738.0,868,602,0,0,10560,0.0,1470,624.0,0,1,6,60.0,1,2,6,0,2,0,1,2,RM,OldTown,Norm,CBlock,1994,1922,1970.0,WD ,0
1069,1626,204000,0.0,938.0,938.0,957,1342,188,30,7500,0.0,2299,482.0,0,3,7,60.0,1,5,6,0,4,0,1,0,RL,Gilbert,Norm,PConc,2003,1999,1999.0,WD ,1
1070,59,222500,0.0,884.0,884.0,884,1151,144,48,9505,180.0,2035,434.0,0,2,8,0.0,1,3,7,4,4,4,1,0,RL,Gilbert,Norm,PConc,2001,2001,2001.0,WD ,1
1071,2632,134500,784.0,141.0,925.0,999,0,150,72,10205,0.0,999,300.0,0,1,6,69.0,0,3,5,0,0,0,3,3,RL,NAmes,Norm,CBlock,1962,1962,1962.0,WD ,0
1072,1835,214000,851.0,527.0,1378.0,1378,0,160,56,4379,0.0,1378,540.0,0,2,6,45.0,0,2,8,4,4,4,3,5,FV,Somerst,Norm,PConc,2004,2004,2004.0,WD ,1
1073,2675,119900,507.0,286.0,793.0,793,325,0,0,7800,0.0,1118,410.0,271,1,5,65.0,0,3,5,0,4,0,2,2,RM,OldTown,Artery,CBlock,1950,1939,1939.0,WD ,1
1074,1503,118000,133.0,1307.0,1440.0,1440,0,0,0,12108,270.0,1440,0.0,0,2,8,92.0,0,4,4,0,0,2,1,4,RL,Edwards,Norm,CBlock,1955,1955,1978.7077955601446,WD ,0
1075,1963,135000,588.0,422.0,1010.0,1134,0,0,16,7000,45.0,1134,254.0,0,1,6,70.0,0,2,5,0,0,0,1,2,RL,NAmes,Norm,CBlock,2002,1960,1960.0,WD ,0
1076,1352,207000,0.0,833.0,833.0,1053,795,0,0,13053,0.0,1848,370.0,220,1,8,64.0,1,4,6,0,0,4,1,0,RL,BrkSide,Norm,BrkTil,2000,1923,1922.0,WD ,1
1077,1519,136500,423.0,758.0,1181.0,1390,304,342,0,8400,0.0,1694,576.0,0,2,7,60.0,0,4,6,0,0,0,1,2,RL,SWISU,Norm,PConc,1950,1925,1925.0,WD ,1
1078,1305,107900,0.0,901.0,901.0,901,0,0,0,6000,0.0,901,281.0,0,1,4,50.0,0,2,4,0,0,0,1,0,RM,OldTown,Norm,CBlock,2000,1954,1954.0,WD ,0
1079,2014,126000,52.0,809.0,861.0,861,548,225,0,6240,0.0,1409,528.0,0,1,6,0.0,1,3,6,0,0,0,1,1,RM,BrkSide,Norm,BrkTil,1950,1938,1968.0,WD ,1
1080,1,215000,639.0,441.0,1080.0,1656,0,210,62,31770,112.0,1656,528.0,0,1,7,141.0,0,3,6,0,0,0,4,3,RL,NAmes,Norm,CBlock,1960,1960,1960.0,WD ,2
1081,1052,426000,1280.0,402.0,1682.0,1742,590,196,134,12474,272.0,2332,846.0,0,2,9,96.0,1,3,10,5,5,5,3,5,RL,NridgHt,Norm,PConc,2008,2007,2008.0,New,1
1082,622,147000,607.0,506.0,1113.0,1113,0,0,80,9600,0.0,1113,264.0,0,1,5,80.0,0,3,5,4,0,4,1,4,RL,NAmes,Norm,CBlock,2007,1950,1950.0,WD ,1
1083,913,147500,0.0,816.0,816.0,1232,0,0,0,8574,0.0,1232,440.0,0,1,6,64.0,0,3,6,4,0,4,1,0,RL,Crawfor,Norm,BrkTil,2000,1916,1916.0,WD ,1
1084,1058,383000,1375.0,575.0,1950.0,1950,0,156,207,14418,480.0,1950,706.0,0,2,7,104.0,0,2,9,5,5,5,4,5,RL,NridgHt,Norm,PConc,2007,2007,2007.0,WD ,1
1085,2348,241500,929.0,916.0,1845.0,1872,0,197,39,10400,102.0,1872,604.0,0,2,6,80.0,0,3,7,0,4,0,3,5,RL,NWAmes,Norm,CBlock,1988,1988,1988.0,WD ,1
1086,1527,147500,0.0,676.0,676.0,676,588,424,0,15564,0.0,1264,400.0,0,1,6,63.0,0,3,6,0,4,0,1,0,RL,Crawfor,Norm,BrkTil,1995,1914,1994.0,WD ,0
1087,1011,355000,16.0,1152.0,1168.0,1168,1332,192,32,13543,130.0,2500,683.0,0,3,9,101.0,1,5,8,4,5,5,4,5,RL,StoneBr,Norm,PConc,2005,2005,2005.0,WD ,1
1088,1332,109500,784.0,0.0,784.0,784,0,0,0,6130,0.0,784,0.0,0,1,5,50.0,0,2,5,0,0,4,1,4,RM,BrkSide,Norm,BrkTil,1950,1924,1978.7077955601446,WD ,0
1089,709,45000,0.0,0.0,0.0,612,0,0,0,5925,0.0,612,308.0,0,1,4,50.0,0,1,2,0,0,0,0,0,RM,OldTown,Norm,BrkTil,1950,1940,1965.0,WD ,0
1090,209,244400,0.0,1032.0,1032.0,1207,1196,56,0,24090,0.0,2403,349.0,0,2,10,0.0,0,4,7,0,0,0,2,0,RL,ClearCr,Norm,CBlock,1950,1940,1940.0,COD,2
1091,619,167000,1285.0,131.0,1416.0,1644,0,110,0,9600,238.0,1644,418.0,0,1,7,80.0,0,3,6,0,0,0,1,5,RL,NAmes,Norm,CBlock,1953,1953,1953.0,WD ,2
1092,2150,200000,0.0,860.0,860.0,860,869,386,63,8158,214.0,1729,542.0,0,2,7,65.0,1,3,7,4,4,4,1,0,RL,CollgCr,Norm,PConc,2002,2002,2002.0,WD ,0
1093,2704,80000,0.0,830.0,830.0,879,0,0,108,5220,0.0,879,180.0,0,1,4,50.0,0,2,5,0,0,0,1,0,RL,SWISU,Norm,BrkTil,1950,1936,1936.0,WD ,0
1094,2839,115000,167.0,697.0,864.0,864,0,0,0,8172,0.0,864,572.0,0,1,5,60.0,0,2,5,0,0,0,1,2,RL,Edwards,Norm,CBlock,1990,1955,1957.0,WD ,0
1095,1242,139000,616.0,580.0,1196.0,1196,0,0,44,9000,74.0,1196,297.0,0,1,6,72.0,0,2,6,0,4,0,1,1,RL,NAmes,Norm,CBlock,1956,1956,1956.0,WD ,1
1096,2714,149500,209.0,463.0,672.0,672,728,0,0,7844,203.0,1400,440.0,0,1,6,74.0,1,3,6,0,0,0,1,4,RL,Sawyer,Norm,CBlock,1978,1978,1978.0,WD ,1
1097,799,108000,0.0,755.0,755.0,755,755,120,0,9084,0.0,1510,296.0,0,1,7,60.0,0,4,4,0,0,0,2,0,RL,Edwards,Artery,CBlock,1950,1940,1940.0,WD ,1
1098,1260,106250,0.0,0.0,0.0,694,600,220,114,10800,0.0,1294,0.0,0,2,7,60.0,0,3,4,0,0,0,0,0,RL,OldTown,Norm,BrkTil,2000,1900,1978.7077955601446,WD ,0
1099,2107,194000,0.0,1240.0,1240.0,1240,0,140,93,8556,0.0,1240,826.0,0,2,5,74.0,0,2,7,4,4,4,3,0,RL,CollgCr,Norm,PConc,2006,2006,2006.0,WD ,0
1100,2486,129500,36.0,952.0,988.0,988,0,0,0,9100,51.0,988,624.0,0,1,6,70.0,0,3,5,0,0,0,1,1,RL,Sawyer,RRAe,CBlock,1962,1962,1977.0,WD ,0
1101,1911,126000,0.0,1560.0,1560.0,1560,0,0,0,8668,0.0,1560,792.0,0,2,8,63.0,0,4,5,0,0,0,1,0,RL,NAmes,Norm,CBlock,1968,1968,1968.0,WD ,0
1102,896,120000,1078.0,0.0,1078.0,1368,0,0,41,11767,0.0,1368,195.0,0,1,6,70.0,0,3,5,0,2,0,2,2,RL,Edwards,Norm,CBlock,1950,1950,1950.0,WD ,0
1103,272,213000,712.0,761.0,1473.0,1484,0,0,35,8400,109.0,1484,606.0,0,2,7,70.0,0,3,7,4,4,4,3,5,RL,CollgCr,Norm,PConc,2005,2004,2004.0,WD ,0
1104,2521,190000,807.0,419.0,1226.0,1226,0,133,78,3874,0.0,1226,484.0,0,1,4,40.0,0,1,8,4,4,4,4,5,RL,Greens,Norm,CBlock,1980,1980,1980.0,WD ,1
1105,2324,183500,705.0,455.0,1160.0,1169,0,0,26,8076,112.0,1169,402.0,144,2,6,0.0,0,3,6,0,4,0,1,5,RL,Gilbert,Norm,PConc,1994,1993,1993.0,WD ,1
1106,1953,172000,242.0,0.0,725.0,1035,616,460,46,10090,364.0,1651,276.0,165,2,6,93.0,0,4,7,0,0,0,3,2,RL,NAmes,Norm,CBlock,1999,1963,1963.0,WD ,2
1107,887,100000,690.0,126.0,816.0,816,0,0,0,8877,0.0,816,288.0,0,1,3,67.0,0,2,4,0,0,0,2,4,RL,Edwards,Norm,CBlock,1958,1938,1958.0,WD ,1
1108,1479,218836,56.0,1508.0,1564.0,1564,0,0,24,11058,212.0,1564,814.0,0,2,6,85.0,0,3,7,4,4,4,1,5,RL,CollgCr,Norm,PConc,2007,2007,2007.0,WD ,0
1109,1317,163000,0.0,482.0,482.0,1221,691,0,25,10800,0.0,1912,672.0,0,2,7,60.0,0,3,6,0,2,0,1,0,RM,OldTown,Norm,BrkTil,2000,1905,2003.0,WD ,1
1110,1750,206580,0.0,1510.0,1510.0,1525,0,100,18,10936,0.0,1525,534.0,0,2,6,59.0,1,3,7,4,4,4,3,0,RL,Gilbert,Norm,PConc,2006,2006,2006.0,New,1
1111,2815,163990,0.0,728.0,728.0,728,728,0,24,8461,0.0,1456,390.0,0,2,8,65.0,1,3,6,4,4,4,1,0,RL,CollgCr,Norm,PConc,2006,2005,2005.0,New,1
1112,2692,116500,0.0,396.0,396.0,665,665,0,72,7518,0.0,1330,390.0,0,1,7,60.0,0,3,5,2,2,0,1,0,RM,IDOTRR,Norm,BrkTil,2004,1910,2001.0,WD ,0
1113,1090,188000,0.0,840.0,840.0,840,880,138,48,8010,0.0,1720,400.0,0,2,7,0.0,1,3,7,4,4,4,1,0,RL,Gilbert,Norm,PConc,2003,2002,2002.0,WD ,1
1114,1912,175000,602.0,191.0,793.0,1280,0,140,40,10050,87.0,1280,432.0,0,2,6,0.0,0,3,5,0,0,0,3,5,RL,NAmes,Norm,CBlock,1966,1966,1966.0,WD ,1
1115,1634,182000,248.0,918.0,1166.0,1179,0,0,108,4740,0.0,1179,480.0,135,2,5,38.0,0,2,8,4,4,0,4,5,RL,StoneBr,Norm,CBlock,1988,1988,1988.0,WD ,0
1116,1974,103000,0.0,850.0,850.0,960,0,0,0,6978,0.0,960,576.0,0,1,5,60.0,0,2,5,4,0,0,1,0,RM,OldTown,Artery,BrkTil,1980,1926,1981.0,WD ,0
1117,1764,466500,1282.0,1351.0,2633.0,2633,0,314,140,11400,705.0,2633,804.0,0,2,8,0.0,1,2,10,5,5,5,4,5,RL,NoRidge,Norm,PConc,2002,2001,2001.0,WD ,2
1118,634,149500,708.0,280.0,988.0,988,0,156,0,9240,0.0,988,297.0,0,2,6,66.0,0,3,6,4,0,4,1,4,RL,NAmes,Norm,CBlock,1998,1959,1959.0,WD ,0
1119,1683,142500,632.0,423.0,1061.0,1055,0,108,32,2304,0.0,1055,319.0,0,2,4,24.0,0,2,7,0,4,0,1,5,RL,NPkVill,Norm,CBlock,1978,1978,1978.0,WD ,0
1120,2199,136500,319.0,971.0,1290.0,1422,0,0,0,7223,0.0,1422,352.0,0,1,6,54.0,0,3,5,0,0,0,2,3,RL,Crawfor,Norm,PConc,1950,1926,1973.0,WD ,0
1121,2789,137000,338.0,292.0,630.0,630,690,0,48,3612,0.0,1320,484.0,0,2,5,0.0,1,3,6,0,4,0,1,5,RH,Landmrk,Norm,PConc,1994,1993,1993.0,WD ,0
1122,1018,226500,983.0,692.0,1675.0,1688,0,0,48,12680,102.0,1688,528.0,141,2,6,63.0,0,2,7,4,4,5,2,5,RL,NWAmes,Norm,CBlock,1988,1988,1988.0,WD ,1
1123,14,171500,637.0,663.0,1300.0,1341,0,192,0,10176,0.0,1341,506.0,0,1,5,85.0,1,2,7,0,4,4,4,5,RL,Gilbert,Norm,PConc,1990,1990,1990.0,WD ,1
1124,2782,132500,483.0,428.0,911.0,954,0,0,0,10780,0.0,954,576.0,0,1,6,55.0,0,3,5,0,0,0,3,4,RL,CollgCr,Norm,CBlock,1976,1976,1976.0,WD ,0
1125,2626,87500,0.0,0.0,0.0,1040,0,0,0,8544,340.0,1040,400.0,0,2,6,0.0,0,2,3,0,0,0,0,0,RL,NAmes,Norm,Slab,1950,1949,1949.0,WD ,0
1126,1175,223000,681.0,177.0,858.0,872,917,0,0,10646,513.0,1789,546.0,0,2,7,79.0,1,3,7,0,0,0,1,5,FV,Somerst,Norm,PConc,2001,2001,2001.0,WD ,1
1127,1232,174000,0.0,1319.0,1319.0,1537,0,0,36,8400,237.0,1537,462.0,0,1,7,80.0,1,3,6,4,0,4,1,0,RL,NAmes,Norm,CBlock,2005,1962,1962.0,COD,1
1128,2590,142000,741.0,143.0,884.0,884,0,0,0,15428,0.0,884,270.0,195,1,4,85.0,0,2,5,0,0,0,1,2,RL,NAmes,Norm,CBlock,1991,1951,1951.0,WD ,0
1129,2463,232600,0.0,1489.0,1489.0,1489,0,0,140,11216,0.0,1489,776.0,0,2,7,81.0,0,3,8,4,4,4,1,0,FV,Somerst,Norm,PConc,2006,2006,2006.0,New,1
1130,2358,181000,663.0,0.0,1040.0,1309,0,265,0,10140,99.0,1309,484.0,0,1,5,78.0,1,3,6,0,0,4,1,4,RL,NWAmes,Norm,CBlock,1999,1974,1974.0,WD ,1
1131,2911,151400,837.0,105.0,942.0,1291,1230,728,20,3964,0.0,2521,576.0,0,2,10,42.0,1,5,6,0,4,0,1,4,RM,MeadowV,Norm,CBlock,1973,1973,1973.0,WD ,1
1132,1699,250000,0.0,1626.0,1626.0,1634,0,0,44,11428,248.0,1634,866.0,0,2,7,98.0,0,3,8,4,4,4,1,0,RL,NridgHt,Norm,PConc,2006,2006,2006.0,WD ,1
1133,115,196500,394.0,586.0,980.0,980,734,228,66,10421,42.0,1714,496.0,0,2,7,80.0,1,3,7,0,4,0,1,5,RL,NWAmes,Norm,CBlock,1988,1988,1988.0,WD ,1
1134,1998,185000,0.0,819.0,819.0,1312,1142,0,148,13500,0.0,2454,576.0,0,2,8,75.0,0,3,7,0,0,0,1,0,RM,OldTown,Norm,PConc,1987,1879,1950.0,WD ,1
1135,589,113000,955.0,261.0,1216.0,1216,0,0,0,9000,200.0,1216,336.0,0,1,5,75.0,0,3,6,0,0,0,3,3,RL,NWAmes,Feedr,CBlock,1969,1969,1969.0,WD ,0
1136,1641,392000,945.0,474.0,1419.0,1419,0,140,0,8089,0.0,1419,567.0,0,2,7,60.0,0,2,8,4,4,4,3,5,RL,StoneBr,Norm,PConc,2007,2007,2007.0,New,1
1137,2821,127500,945.0,0.0,945.0,980,0,0,0,9400,250.0,980,0.0,0,2,4,35.0,0,4,6,0,4,0,4,5,RL,Edwards,Norm,CBlock,1975,1975,1978.7077955601446,WD ,0
1138,1846,177000,417.0,339.0,756.0,769,804,0,32,2117,216.0,1573,440.0,0,2,4,24.0,1,3,6,4,4,4,1,5,FV,Somerst,Norm,PConc,2000,2000,2000.0,WD ,0
1139,1805,265000,0.0,1158.0,1158.0,1158,1285,193,127,10625,353.0,2443,744.0,0,2,9,85.0,1,4,6,4,4,4,3,0,FV,Somerst,Norm,PConc,2004,2004,2004.0,WD ,1
1140,1853,312500,901.0,319.0,1220.0,1220,1142,147,0,8413,0.0,2362,1105.0,144,2,8,106.0,1,3,8,4,5,4,2,5,FV,Somerst,Norm,PConc,1998,1998,1998.0,WD ,2
1141,1321,325000,0.0,1237.0,1237.0,1521,1254,105,502,13500,0.0,2775,880.0,0,3,9,75.0,1,3,10,5,0,4,1,0,RM,OldTown,Artery,BrkTil,2000,1893,1988.0,WD ,1
1142,564,275000,1733.0,189.0,2014.0,2014,0,462,0,15676,115.0,2014,864.0,0,2,6,0.0,0,2,8,4,4,4,4,4,RL,Veenker,Norm,CBlock,1980,1980,1980.0,WD ,2
1143,1771,290000,565.0,638.0,1203.0,1214,1306,224,114,9950,290.0,2520,721.0,0,2,9,82.0,1,4,7,4,4,4,1,5,RL,NoRidge,Norm,PConc,1995,1995,1995.0,WD ,1
1144,90,169000,126.0,223.0,1208.0,1494,0,296,0,15410,250.0,1494,461.0,0,2,7,39.0,0,3,6,0,0,0,4,3,RL,Sawyer,RRNe,CBlock,2002,1974,1974.0,WD ,2
1145,2684,89000,616.0,0.0,616.0,616,0,0,0,6000,0.0,616,205.0,0,1,4,50.0,0,2,5,0,0,0,1,1,RM,BrkSide,Norm,CBlock,1950,1921,1921.0,WD ,0
1146,13,180400,0.0,789.0,789.0,789,676,0,75,8402,0.0,1465,393.0,0,2,7,63.0,1,3,6,0,4,0,1,0,RL,Gilbert,Norm,PConc,1998,1998,1998.0,WD ,1
1147,445,284000,1124.0,1603.0,3206.0,1629,0,0,0,10655,296.0,1629,880.0,0,2,7,85.0,0,3,8,4,4,4,1,5,RL,NridgHt,Norm,PConc,2004,2003,2003.0,WD ,1
1148,1914,114500,456.0,456.0,912.0,912,0,0,0,10150,1.0,912,275.0,0,1,5,70.0,0,2,5,0,0,0,1,2,RL,NAmes,Feedr,CBlock,1958,1958,1958.0,COD,0
1149,2811,212900,24.0,1528.0,1552.0,1552,0,144,20,10084,196.0,1552,782.0,0,2,7,84.0,0,3,7,4,4,4,3,5,RL,CollgCr,Norm,PConc,2006,2005,2005.0,New,0
1150,850,187100,0.0,1413.0,1413.0,1430,0,0,33,16285,0.0,1430,605.0,0,2,6,67.0,0,3,7,4,4,4,1,0,RL,CollgCr,Norm,PConc,2002,2001,2001.0,WD ,0
1151,1844,176000,419.0,310.0,729.0,729,729,0,32,3230,1129.0,1458,440.0,0,2,5,34.0,1,2,6,0,4,0,1,5,FV,Somerst,Norm,PConc,1999,1999,1999.0,WD ,1
1152,2225,215000,813.0,675.0,1488.0,1488,0,0,0,21579,0.0,1488,552.0,0,2,7,0.0,0,3,6,0,4,0,1,3,RL,Crawfor,Norm,PConc,1968,1968,1968.0,CWD,2
1153,1477,185900,490.0,280.0,770.0,770,812,0,45,8320,0.0,1582,520.0,0,2,6,64.0,1,3,7,4,4,4,1,5,RL,CollgCr,Norm,PConc,2004,2004,2004.0,WD ,0
1154,399,120500,375.0,250.0,864.0,864,0,96,0,6960,0.0,864,660.0,0,1,5,60.0,0,3,4,0,0,4,1,4,RL,NAmes,Norm,CBlock,1970,1970,1989.0,WD ,0
1155,2431,192140,0.0,732.0,732.0,734,1104,100,40,21930,0.0,1838,372.0,0,2,7,60.0,1,4,5,4,4,0,3,0,RL,Gilbert,RRAn,PConc,2005,2005,2005.0,WD ,1
1156,1605,130500,641.0,175.0,816.0,816,0,0,0,6600,0.0,816,264.0,0,1,5,60.0,0,3,5,4,0,4,1,4,RL,Mitchel,Norm,CBlock,2008,1982,1982.0,WD ,1
1157,897,98000,0.0,0.0,0.0,1088,441,92,0,8405,0.0,1529,240.0,0,2,9,50.0,0,4,4,0,0,0,0,0,RL,Edwards,Norm,Slab,1950,1945,1945.0,WD ,0
1158,1426,475000,2085.0,186.0,2271.0,2276,0,0,0,11778,554.0,2276,1348.0,255,2,7,91.0,0,3,9,4,4,5,4,5,RL,CollgCr,Norm,PConc,2008,2008,2008.0,WD ,2
1159,2240,67000,0.0,961.0,961.0,1077,0,0,0,8967,0.0,1077,338.0,0,1,6,60.0,0,2,5,0,2,0,1,0,RM,IDOTRR,Norm,BrkTil,1950,1920,1920.0,WD ,0
1160,1706,325624,1288.0,294.0,1582.0,1610,551,178,120,10562,300.0,2161,789.0,0,1,8,86.0,1,3,8,4,5,5,1,5,RL,NridgHt,Norm,PConc,2007,2007,2007.0,New,1
1161,2252,245000,1392.0,17.0,1409.0,1409,0,0,144,12864,0.0,1409,576.0,145,1,4,44.0,1,1,7,4,4,4,1,5,RL,Mitchel,Norm,PConc,2002,2002,2002.0,WD ,1
1162,1136,159000,646.0,468.0,1114.0,1114,0,0,102,13695,0.0,1114,576.0,0,1,6,66.0,1,3,5,0,0,4,1,5,RL,SawyerW,RRAe,PConc,2004,2004,2004.0,WD ,0
1163,1877,156000,836.0,237.0,1073.0,1073,0,0,0,10289,168.0,1073,515.0,0,1,6,79.0,1,3,5,0,0,0,1,4,RL,NAmes,Norm,CBlock,1965,1965,1965.0,WD ,0
1164,424,555000,1767.0,788.0,3094.0,2402,0,0,72,15431,200.0,2402,672.0,170,2,10,105.0,0,2,10,5,5,5,4,5,RL,NridgHt,Norm,PConc,2008,2008,2008.0,WD ,2
1165,1182,162500,660.0,572.0,1232.0,1232,0,0,0,11120,0.0,1232,516.0,0,2,6,0.0,0,3,6,0,4,0,1,3,RL,Veenker,Norm,PConc,1984,1984,1984.0,WD ,0
1166,2750,224500,261.0,0.0,1344.0,1440,0,288,0,9069,0.0,1440,920.0,0,2,8,73.0,0,2,6,4,4,4,3,1,RL,SawyerW,Norm,PConc,1993,1993,1993.0,WD ,0
1167,1016,133000,0.0,1488.0,1488.0,1488,0,0,0,47280,44.0,1488,738.0,0,2,6,0.0,1,3,6,0,0,0,1,0,RL,Gilbert,Norm,CBlock,1950,1950,1950.0,WD ,1
1168,2436,180000,0.0,783.0,783.0,807,702,0,75,7875,0.0,1509,393.0,0,2,8,63.0,1,3,7,4,4,4,1,0,RL,Gilbert,Norm,PConc,2003,2003,2003.0,WD ,1
1169,1607,134500,638.0,207.0,845.0,845,0,0,0,6600,0.0,845,264.0,0,1,6,60.0,0,3,5,0,0,4,1,5,RL,Mitchel,Norm,CBlock,2005,1982,1982.0,WD ,0
1170,2337,438780,0.0,1410.0,1410.0,1426,1519,192,0,13682,1031.0,2945,641.0,0,3,10,66.0,1,3,10,5,5,4,4,0,RL,StoneBr,Norm,PConc,2006,2006,2006.0,New,1
1171,1233,165000,371.0,728.0,1099.0,1431,0,64,110,9150,305.0,1431,296.0,0,1,6,101.0,0,3,6,0,4,0,4,5,RL,NAmes,Norm,CBlock,1962,1962,1962.0,WD ,1
1172,419,100000,432.0,460.0,892.0,892,0,0,0,7150,60.0,892,288.0,0,1,5,65.0,0,3,5,0,0,0,1,3,RL,NAmes,Norm,CBlock,1967,1967,1967.0,WD ,0
1173,633,176000,544.0,785.0,1329.0,1329,0,0,0,12285,128.0,1329,441.0,0,1,5,0.0,1,3,7,0,0,0,1,3,RL,NAmes,Norm,CBlock,1960,1960,1960.0,WD ,2
1174,2722,170000,306.0,372.0,1763.0,1779,0,0,418,17920,0.0,1779,454.0,312,1,6,102.0,1,3,5,0,0,0,2,4,RL,Sawyer,Norm,CBlock,1974,1955,1955.0,WD ,1
1175,469,174000,0.0,1373.0,1373.0,1555,0,143,20,3684,130.0,1555,660.0,0,2,7,53.0,0,2,7,4,4,4,1,0,RL,Blmngtn,Norm,PConc,2007,2007,2007.0,WD ,1
1176,1365,127000,121.0,647.0,768.0,788,448,0,0,7006,0.0,1236,384.0,0,2,6,62.0,0,3,6,0,0,0,1,2,RM,IDOTRR,Norm,PConc,1950,1925,1985.0,WD ,1
1177,1098,185900,0.0,831.0,831.0,873,778,0,103,8390,0.0,1651,450.0,0,2,7,77.0,1,3,7,0,4,0,1,0,RL,Gilbert,Norm,PConc,1999,1999,1999.0,WD ,1
1178,711,91300,0.0,190.0,190.0,886,0,144,20,5784,0.0,886,273.0,0,1,4,50.0,0,2,5,0,2,0,1,0,RM,OldTown,Artery,BrkTil,1996,1938,1938.0,WD ,0
1179,2808,200000,340.0,1342.0,1682.0,1700,0,192,23,9135,120.0,1700,544.0,0,2,7,70.0,0,3,6,4,4,4,3,5,RL,CollgCr,Norm,PConc,2003,2003,2003.0,WD ,0
